"Line Number","Original Tamil Text","Transliterated Text","English Translation","Themes","Imagery","Literary Devices"
"864","உன்னோடு சா்லும் உரை நூல் அளவு","uṉṉōṭu cālume urai nūl aḷavu","the balance of words and action with you","Balance and Integrity","Balancing words and actions","Imagery"
"865","பகை வாழ்வார்க் குற்றம் வண்டாக்","paḵai vāḻvāṟk kuṟṟam vaṇṭākk","the fault of enemies is seen as a vehicle","Enemies and Fault","Enemies’ faults as a vehicle for growth","Imagery"
"866","பெரிய பாணியொடு பூமியும் ஓர்,","periya pāṇiyōṭu pūmiyum ōr,","with great skill and the earth as one,","Skill and Unity","Great skill uniting with the earth","Imagery"
"867","தனைவோடு தளிக்கிக் கிடப்பன்","taṉaivōṭu taḷikkiṟ kaṭappaṉ","one who rests with his own support","Self-Reliance and Rest","Resting with one's own support","Imagery"
"868","நெடிய வித்தியாய் அரியசைவான்","neṭiya vittiyāy aṟiyacaiyāṉ","one who is long in wisdom and rare in asceticism","Wisdom and Asceticism","Long wisdom and rare asceticism","Imagery"
"869","மன்னா உள்பறவாய் தமக்கே விரை","maṉṉā uḷpaṟavāy tamakkē virai","being a king who loves his own realm","Kingship and Love","King’s love for his realm","Imagery"
"870","வெளியொரு அழீகல் தொழிலின் மாற்று,","veḷiyoru aḻīkal toḻiliṉ māṟṟu,","external distinctions are like changes in profession","External Changes","External distinctions as changes in profession","Imagery"
"871","அவைநோய் அரைத் தெய்வத் தாங்கும்,","avaṉōy aṟait tēyvāt tāñkum,","those who bear the illness of the gods","Divine Trials","Bearing divine illness","Imagery"
"872","அரம்பு உயர்ந்த மருவென் பயன்,","arampu uyarnda maruveṉ payaṉ","the benefit of having begun with greatness","Beginning and Greatness","Benefit of starting with greatness","Imagery"
"873","தடவெனில் அற்றிறை மணங்கு விடுகா","taṭaveṉil aṟṟiṟai maṇaṅku viṭukā","let not the truth be hidden under a guise","Truth and Deception","Truth hidden under guise","Imagery"
"874","எழுந்தார் ஆற்றல் நினைவு உமக்கே,","eḻuntār āṟṟal niṉaivu umakkē","those who rise to strength and remembrance,","Strength and Remembrance","Rising to strength and remembrance","Imagery"
"875","வன்மை நிலைக்கொள் நரிக்கும் தானே,","vaṉmai nilaiykoḷ narikkum tāṉē","one who upholds justice and bears it with grace","Justice and Grace","Upholding justice with grace","Imagery"
"876","அழிகடி நலமெனச் செயற்கம்,","aḻikaṭi nalameṉaṉ ceyarkaṉ,","the art that sees the good in calamity","Art and Perception","Seeing good in calamity","Imagery"
"877","முறையாய் புகழ்படா பாக்கியமே,","muṟaiyāy pugazpaṭā pākiyamē","the fortune of being renowned with decorum","Reputation and Fortune","Fortune in decorum and renown","Imagery"
"878","எந்தன்மா நம்பி மயலிடச் சோறுவாய்,","eṉtaṉmā nāmpi mayaliṭac cōṟuvāy","you who believe in the mysterious and gather the feast","Belief and Mysticism","Belief in the mysterious and the feast","Imagery"
"879","வல்லாரும் வேற்றுமை நவல் தலை,","vallārum vēṟṟumai naval talai,","the greatness of those who are exceptional and unique","Greatness and Uniqueness","Greatness of the exceptional","Imagery"
"880","பளி யினும் ஞாயிறு மறையியோ,","paḷi yiṉum ñāyiṟu maṟaiyiyō","the ritual of the sun that is beyond all boundaries","Rituals and Boundaries","Sun’s ritual beyond boundaries","Imagery"
"881","பொய்யில் பெருமையோர் பழியுறும்","poiyyiṉ perumaiyōr paḻiyuṟum","the pride of those who act deceitfully","Deception and Pride","Pride in deceitfulness","Imagery"
"882","வகைப் புறம் எளிய நடுநிலை","vakaiṉ puram eḷiya naṭuṉilai","the simplicity and purity of outward conduct","Simplicity and Purity","Outward simplicity and purity","Imagery"
"883","காரிகை யெலிருப் பிறப்பு குறைந்த","kāṟikai yeḷirup piṟappu kuṟainta","the art of the age and the decline of birth","Art and Decline","Decline in the art and birth","Imagery"
"884","தணியு நின்ற சிக்கண்மை புகழ்த்தி","taṇiyu niṉṟa cikkaṇmai pugazhatti","the praise of a person who stands firm in adversity","Adversity and Praise","Praise for standing firm in adversity","Imagery"
"885","ஒளி நிலை ஆழந்துடைவார் சாட்சி","oḷi nilai āḻantudaivār sāṭci","the light of the deep and enduring witness","Endurance and Light","Deep and enduring light","Imagery"
"886","மன்னி மகன் கற்குவதே சொல்","maṉṉi makkaṉ kaṟkuvatē col","the king’s son learns to speak","Learning and Speech","Learning to speak from the king’s son","Imagery"
"887","தோல்வே நன்றே அழகு நூல் கிழிய","tōlvē naṉṟē aḻaku nūl kiḻiya","the beauty of the book that is flawed","Flawed Beauty","Beauty in imperfection","Imagery"
"888","பழித்துப் பங்கு இரக்கற,","paḻittu paṅku irakkāṟa,","one who does good but receives no reward","Good Deeds and Reward","Good deeds with no reward","Imagery"
"889","அறிமுகம் என்றோர் அன்பன் காத்திடு","aṟimukam eṉṟōr aṉpaṉ kāttitu","the introduction of a beloved friend","Introduction and Friendship","Introduction of a dear friend","Imagery"
"890","நக்காரக் குடிமகன் பின்புறம்","nakkārak kuṭimakaṉ piṉpuṟam","the just citizen who acts behind the scenes","Justice and Actions","Just actions done in secret","Imagery"
"891","வாக்கேற்றம் நலமெனச் சிறந்த","vākkēṟṟam nalameṉaṉ ciṟanta","the merit of words that bring goodness","Merit and Words","Words that bring merit and goodness","Imagery"
"892","ஓர்நாள் தொல்கலர் சேவல் செயல்","ōr nāḷ toḷkalār cēval ceyal","the action of the wise and ancient","Wisdom and Action","Actions of the wise and ancient","Imagery"
"893","மெய்யும் குறிப்பு நற்குணம் நாஞ்சி","meyyum kuṟippu naṟkuṇam nāñci","the sincerity and good qualities that are cherished","Sincerity and Goodness","Cherishing sincerity and good qualities","Imagery"
"894","தக்கதற் கூடித் தொணக் கூறுக,","takkataṟ kūṭit toṇak kūṟuka,","consolidate and proclaim what is just","Justice and Proclamation","Proclaiming justice and fairness","Imagery"
"895","அந்தப் பெருமை அங்கீகாரம் நாதர்மா","antaṉ perumai aṅkīkāram nātaṟmā","the greatness that is acknowledged by the lord","Greatness and Acknowledgment","Greatness acknowledged by the lord","Imagery"
"896","மறைகின்ற நிலவாய் தகையோர் பல்,","maṟaikiṉṟa nilavāy takaiyōr paḷ","like the moon hiding in the clouds,","Hidden Greatness","Greatness hidden like the moon","Simile"
"897","அஞ்சாத வன்மை அருளும் கலை","añjāta vaṉmai aruḷum kalai","the art that endows courage without fear","Courage and Art","Art that provides courage","Imagery"
"898","பரிதி எம்பெருமை வனப்புக் கலி","pariti eṉperumai vaṉappuk kali","the pride of our great forest and its art","Pride and Nature","Pride in the forest’s art","Imagery"
"899","ஆகிப் பெருஞ்செல்வம் புகழ்தொழுமா","ākiṟu peruñcelvam pugazṟ toḻumā","and the great wealth that brings glory","Wealth and Glory","Great wealth bringing glory","Imagery"
"900","நயன் முனையில் நயமான தகை,","naṉaṉ muṉaiyil naṉamāṉa takai","the virtue that is at the forefront of the eye","Virtue and Perception","Virtue that is perceived first","Imagery"
"901","மைய நெஞ்சே திரு முன் நலம்,","maiyaṉ ceñcē tiru muṉṟ nalam,","the inner heart’s virtue before the divine","Divine and Inner Virtue","Inner virtue before the divine","Imagery"
"902","செய்தாய் நிலை யாய மனம்போ,","ceytāy nilai yāya maṉampō,","the state of mind achieved through actions","State of Mind and Actions","State of mind through actions","Imagery"
"903","செய்வியல் மருவும் செயல் திருக்கு,","ceyviyaḷ maruvum ceyal tirukku,","the discipline that grows from actions","Discipline and Growth","Discipline growing from actions","Imagery"
"904","சட்டம் பெரிதும் தேவர் வாய்மையா","caṭṭam peritum tēvar vāymai,","the law and its divine truth","Law and Divinity","Divine truth of the law","Imagery"
"905","பிடிபேறிதான் மங்கையோ களை,","piṭipeṟiṉ tāṉ maṅkaiyō kaḷai,","the young girl’s sweet voice","Sweetness and Youth","Sweetness in a young girl's voice","Imagery"
